country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","02-04-2026 13:00:00",26.987634,94.636574,CO,10,22,12
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","02-04-2026 13:00:00",26.146529,87.454184,PM10,76,119,102
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","02-04-2026 13:00:00",25.5626095,84.663264,PM2.5,20,137,59
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","02-04-2026 13:00:00",25.5626095,84.663264,NH3,1,2,2
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","02-04-2026 13:00:00",25.5626095,84.663264,CO,40,71,55
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","02-04-2026 13:00:00",24.75746,84.366208,PM10,57,153,89
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","02-04-2026 13:00:00",25.42742023,86.13886079,PM2.5,37,227,109
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","02-04-2026 13:00:00",25.42742023,86.13886079,CO,17,24,20
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","02-04-2026 13:00:00",26.80365,84.51954,NH3,1,2,1
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","02-04-2026 13:00:00",26.80365,84.51954,SO2,4,12,7
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","02-04-2026 13:00:00",24.792403,84.992416,OZONE,20,76,46
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","02-04-2026 13:00:00",24.762518,84.982348,SO2,6,10,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","02-04-2026 13:00:00",25.697189,85.245900,SO2,4,11,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","02-04-2026 13:00:00",25.560083,87.553265,OZONE,5,66,22
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","02-04-2026 13:00:00",26.0881305,87.93840336,SO2,6,10,8
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","02-04-2026 13:00:00",27.308328,84.531742,PM10,23,135,83
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","02-04-2026 13:00:00",27.308328,84.531742,SO2,16,17,16
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","02-04-2026 13:00:00",27.308328,84.531742,CO,31,34,34
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","02-04-2026 13:00:00",25.251013,86.989001,NH3,1,1,1
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","02-04-2026 13:00:00",25.204762,85.514960,NH3,3,4,3
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","02-04-2026 13:00:00",25.567520,83.966379,NO2,9,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","02-04-2026 13:00:00",25.567520,83.966379,NH3,3,3,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","02-04-2026 13:00:00",25.7808257,84.7446768,CO,8,20,12
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","02-04-2026 13:00:00",24.7955,84.9994,OZONE,18,19,18
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","02-04-2026 13:00:00",24.792403,84.992416,PM10,62,253,149
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","02-04-2026 13:00:00",26.63086,84.90051,PM2.5,22,163,67
India,Bihar,Munger,"Town Hall, Munger - BSPCB","02-04-2026 13:00:00",25.376776,86.471523,OZONE,9,10,10
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","02-04-2026 13:00:00",26.11442,85.39813,PM2.5,96,328,228
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","02-04-2026 13:00:00",26.11442,85.39813,NO2,32,105,55
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","02-04-2026 13:00:00",26.1403345,85.3650192,PM10,57,77,64
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","02-04-2026 13:00:00",26.1403345,85.3650192,NH3,NA,NA,NA
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","02-04-2026 13:00:00",26.1403345,85.3650192,SO2,4,23,12
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","02-04-2026 13:00:00",16.9872867,81.7363176,OZONE,3,20,10
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","02-04-2026 13:00:00",13.67,79.35,OZONE,11,59,20
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","02-04-2026 13:00:00",13.615387,79.409230,PM10,35,50,40
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","02-04-2026 13:00:00",13.615387,79.409230,OZONE,13,35,18
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","02-04-2026 13:00:00",16.536107,80.594233,OZONE,33,54,39
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","02-04-2026 13:00:00",16.509717,80.612222,NO2,21,38,33
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","02-04-2026 13:00:00",26.187500,91.744194,PM10,27,59,44
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","02-04-2026 13:00:00",26.187500,91.744194,CO,24,66,27
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","02-04-2026 13:00:00",26.349082,92.68449,CO,2,26,17
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","02-04-2026 13:00:00",26.446912,91.439057,NO2,14,15,14
India,Assam,Silchar,"Tarapur, Silchar - PCBA","02-04-2026 13:00:00",24.82827,92.79525,PM10,50,65,55
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","02-04-2026 13:00:00",26.987634,94.636574,NH3,4,7,5
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","02-04-2026 13:00:00",16.316553,80.413302,NO2,14,27,24
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","02-04-2026 13:00:00",16.316553,80.413302,OZONE,31,59,34
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ","02-04-2026 13:00:00","14.438164 ","79.966814 ",PM10,27,62,44
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ","02-04-2026 13:00:00","14.438164 ","79.966814 ",OZONE,3,26,9
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","02-04-2026 13:00:00",16.9872867,81.7363176,NO2,8,38,16
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","02-04-2026 13:00:00",16.9872867,81.7363176,CO,18,36,26
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","02-04-2026 13:00:00",11.654054,92.734055,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","02-04-2026 13:00:00",16.5150833,80.5181667,PM2.5,16,32,24
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","02-04-2026 13:00:00",16.5150833,80.5181667,PM10,32,105,53
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","02-04-2026 13:00:00",14.675886,77.593027,PM2.5,52,89,77
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","02-04-2026 13:00:00",14.675886,77.593027,NH3,5,7,6
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","02-04-2026 13:00:00",13.204880,79.097889,SO2,11,22,14
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","02-04-2026 13:00:00",16.711754,81.092095,NO2,7,30,17
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","02-04-2026 13:00:00",22.08815,82.13737,PM2.5,21,90,49
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","02-04-2026 13:00:00",22.08815,82.13737,PM10,29,108,60
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","02-04-2026 13:00:00",22.118125,83.140608,PM2.5,47,93,63
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","02-04-2026 13:00:00",22.118125,83.140608,NH3,4,5,4
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","02-04-2026 13:00:00",22.118125,83.140608,CO,20,66,42
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","02-04-2026 13:00:00",22.368195,82.746431,PM10,64,115,84
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","02-04-2026 13:00:00",22.368195,82.746431,NO2,18,46,30
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","02-04-2026 13:00:00",22.368195,82.746431,NH3,1,1,1
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","02-04-2026 13:00:00",22.348441,82.549611,SO2,2,14,8
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","02-04-2026 13:00:00",22.348441,82.549611,CO,22,82,34
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","02-04-2026 13:00:00",22.126650,83.483212,NH3,2,2,2
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","02-04-2026 13:00:00",22.1910172,83.5197009,SO2,14,37,19
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","02-04-2026 13:00:00",22.1910172,83.5197009,OZONE,3,135,55
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","02-04-2026 13:00:00",28.6811736,77.3025234,SO2,8,58,27
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","02-04-2026 13:00:00",28.6811736,77.3025234,OZONE,12,69,30
India,Delhi,Delhi,"ITO, Delhi - CPCB","02-04-2026 13:00:00",28.628624,77.241060,NO2,38,71,52
India,Delhi,Delhi,"JNU, Delhi - DPCC","02-04-2026 13:00:00","28.540721 ","77.168544 ",PM10,52,189,130
India,Delhi,Delhi,"JNU, Delhi - DPCC","02-04-2026 13:00:00","28.540721 ","77.168544 ",SO2,18,21,19
India,Delhi,Delhi,"JNU, Delhi - DPCC","02-04-2026 13:00:00","28.540721 ","77.168544 ",CO,108,134,122
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","02-04-2026 13:00:00",28.732820,77.170633,PM10,104,407,175
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","02-04-2026 13:00:00",28.732820,77.170633,NO2,38,106,64
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","02-04-2026 13:00:00",28.732820,77.170633,CO,32,100,68
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","02-04-2026 13:00:00",28.5918245,77.2273074,PM10,83,242,138
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","02-04-2026 13:00:00",28.5918245,77.2273074,OZONE,19,156,156
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","02-04-2026 13:00:00",28.611281,77.237738,PM2.5,15,277,149
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","02-04-2026 13:00:00","28.615828 ","77.271992 ",NO2,26,95,52
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","02-04-2026 13:00:00","28.615828 ","77.271992 ",NH3,5,9,7
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","02-04-2026 13:00:00","28.615828 ","77.271992 ",SO2,50,54,52
India,Delhi,Delhi,"DTU, Delhi - CPCB","02-04-2026 13:00:00",28.7500499,77.1112615,NO2,NA,NA,NA
India,Delhi,Delhi,"DTU, Delhi - CPCB","02-04-2026 13:00:00",28.7500499,77.1112615,SO2,NA,NA,NA
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","02-04-2026 13:00:00",28.498571,77.264840,PM10,69,290,180
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","02-04-2026 13:00:00",28.498571,77.264840,NH3,5,6,6
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","02-04-2026 13:00:00",28.5710274,77.0719006,PM2.5,45,321,153
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","02-04-2026 13:00:00",28.5710274,77.0719006,NO2,36,150,88
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","02-04-2026 13:00:00",28.5627763,77.1180053,OZONE,19,83,40
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","02-04-2026 13:00:00","28.493624 ","77.201159 ",NO2,7,58,25
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","02-04-2026 13:00:00",28.611281,77.237738,NH3,15,16,16
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","02-04-2026 13:00:00",28.611281,77.237738,OZONE,1,181,48
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","02-04-2026 13:00:00",28.636429,77.201067,NH3,7,10,8
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","02-04-2026 13:00:00",28.60909,77.0325413,NO2,44,187,102
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","02-04-2026 13:00:00",28.60909,77.0325413,NH3,18,33,28
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","02-04-2026 13:00:00","28.594004 ","76.909423 ",PM2.5,32,294,141
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","02-04-2026 13:00:00","28.594004 ","76.909423 ",SO2,70,77,74
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","02-04-2026 13:00:00",28.570173,76.933762,PM2.5,22,200,109
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","02-04-2026 13:00:00",28.570173,76.933762,NO2,42,112,90
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","02-04-2026 13:00:00",28.570173,76.933762,NH3,10,12,11
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","02-04-2026 13:00:00",28.570173,76.933762,SO2,18,89,24
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","02-04-2026 13:00:00",28.570173,76.933762,CO,21,113,45
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","02-04-2026 13:00:00",21.219665,81.630094,NO2,9,47,27
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","02-04-2026 13:00:00",21.237755,81.705301,NO2,10,20,14
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","02-04-2026 13:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","02-04-2026 13:00:00",21.237755,81.705301,OZONE,1,75,20
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","02-04-2026 13:00:00",21.371751,81.664929,NH3,3,3,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","02-04-2026 13:00:00",21.371751,81.664929,SO2,1,22,8
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","02-04-2026 13:00:00",22.06631475,83.33820077,NO2,23,99,64
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","02-04-2026 13:00:00",22.06631475,83.33820077,NH3,1,3,2
India,Delhi,Delhi,"Alipur, Delhi - DPCC","02-04-2026 13:00:00",28.815329,77.153010,PM10,75,254,133
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","02-04-2026 13:00:00",30.751462,76.762879,PM2.5,31,83,60
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","02-04-2026 13:00:00",30.751462,76.762879,NO2,6,27,13
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","02-04-2026 13:00:00",30.751462,76.762879,OZONE,2,67,27
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","02-04-2026 13:00:00",30.719859,76.738637,PM10,17,74,46
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","02-04-2026 13:00:00",21.194815,81.314770,PM10,12,54,24
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","02-04-2026 13:00:00",21.185571,81.343175,CO,25,30,26
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","02-04-2026 13:00:00",21.224231,81.408350,PM10,8,59,34
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","02-04-2026 13:00:00",21.224231,81.408350,CO,2,29,11
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","02-04-2026 13:00:00",25.592539,85.227158,NO2,8,35,17
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","02-04-2026 13:00:00",25.592539,85.227158,OZONE,2,5,4
India,Bihar,Patna,"Muradpur, Patna - BSPCB","02-04-2026 13:00:00",25.619651,85.147382,PM2.5,66,198,118
India,Bihar,Patna,"Muradpur, Patna - BSPCB","02-04-2026 13:00:00",25.619651,85.147382,SO2,8,10,9
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","02-04-2026 13:00:00",25.599486,85.113666,PM2.5,51,100,73
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","02-04-2026 13:00:00",25.599486,85.113666,NO2,10,11,10
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","02-04-2026 13:00:00",25.599486,85.113666,SO2,7,18,12
India,Bihar,Patna,"Samanpura, Patna - BSPCB","02-04-2026 13:00:00",25.596727,85.085624,OZONE,25,36,29
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","02-04-2026 13:00:00",25.366336,87.117468,SO2,16,17,16
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","02-04-2026 13:00:00",25.366336,87.117468,OZONE,8,45,26
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","02-04-2026 13:00:00",25.892357,86.590325,NO2,3,9,7
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","02-04-2026 13:00:00",24.952822,84.002396,PM2.5,9,40,21
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","02-04-2026 13:00:00",24.952822,84.002396,NO2,2,4,2
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","02-04-2026 13:00:00",26.2271665,84.3570427,NO2,2,2,2
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","02-04-2026 13:00:00",26.2271665,84.3570427,OZONE,10,15,14
India,Delhi,Delhi,"Bawana, Delhi - DPCC","02-04-2026 13:00:00",28.776200,77.051074,SO2,12,33,19
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","02-04-2026 13:00:00",28.7256504,77.2011573,PM10,79,299,149
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","02-04-2026 13:00:00",28.7256504,77.2011573,CO,8,60,36
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","02-04-2026 13:00:00","28.594169 ","77.125100 ",PM2.5,17,61,33
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","02-04-2026 13:00:00","28.594169 ","77.125100 ",SO2,54,57,55
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","02-04-2026 13:00:00",28.656756,77.227234,NH3,7,14,10
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","02-04-2026 13:00:00",28.5504249,77.2159377,NH3,9,21,13
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","02-04-2026 13:00:00",28.710508,77.249485,PM10,69,409,178
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","02-04-2026 13:00:00",28.710508,77.249485,OZONE,3,214,166
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","02-04-2026 13:00:00",28.531346,77.190156,CO,14,102,32
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","02-04-2026 13:00:00",28.621810,77.1944633,NH3,1,6,4
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","02-04-2026 13:00:00",28.621810,77.1944633,CO,108,119,113
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","02-04-2026 13:00:00",28.621810,77.1944633,OZONE,1,46,10
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","02-04-2026 13:00:00",28.672342,77.315260,PM2.5,37,355,232
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","02-04-2026 13:00:00",28.672342,77.315260,CO,48,96,65
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","02-04-2026 13:00:00",28.699793,77.165453,PM10,129,406,209
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","02-04-2026 13:00:00",28.699793,77.165453,SO2,10,39,23
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","02-04-2026 13:00:00",23.023389,72.515201,NO2,3,11,6
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","02-04-2026 13:00:00",23.076793,72.627874,CO,26,49,36
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","02-04-2026 13:00:00",21.613267,73.010555,NH3,6,8,6
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","02-04-2026 13:00:00",21.755417,72.139056,PM10,74,146,107
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","02-04-2026 13:00:00",23.163798,72.677768,SO2,9,21,14
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","02-04-2026 13:00:00",23.243639,72.68994,PM10,74,117,89
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","02-04-2026 13:00:00",23.243639,72.68994,NH3,5,6,5
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","02-04-2026 13:00:00",23.243639,72.68994,OZONE,4,28,12
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","02-04-2026 13:00:00",23.221714,72.654328,OZONE,7,74,29
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","02-04-2026 13:00:00",23.593150,72.372792,SO2,6,11,8
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","02-04-2026 13:00:00",22.410802,73.097923,NO2,1,52,24
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","02-04-2026 13:00:00",22.248853,70.776774,CO,82,92,87
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","02-04-2026 13:00:00","21.217779 ","72.834787 ",SO2,4,12,5
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","02-04-2026 13:00:00",22.320153,73.216285,PM10,82,122,104
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","02-04-2026 13:00:00",22.320153,73.216285,NO2,1,8,3
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","02-04-2026 13:00:00",28.593883,76.270653,PM2.5,55,376,167
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","02-04-2026 13:00:00",28.593883,76.270653,NO2,9,21,15
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","02-04-2026 13:00:00",28.593883,76.270653,NH3,5,7,6
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","02-04-2026 13:00:00",28.39072,77.30059,NO2,24,27,25
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","02-04-2026 13:00:00",28.39072,77.30059,CO,10,13,12
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","02-04-2026 13:00:00",28.376058,77.315741,PM2.5,30,415,258
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","02-04-2026 13:00:00",28.376058,77.315741,SO2,3,3,3
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","02-04-2026 13:00:00",28.4417,77.3217,PM10,60,161,120
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","02-04-2026 13:00:00",28.4417,77.3217,NO2,36,39,37
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","02-04-2026 13:00:00",23.107969,72.574648,PM2.5,20,54,40
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","02-04-2026 13:00:00",23.107969,72.574648,PM10,96,153,118
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","02-04-2026 13:00:00",23.107969,72.574648,NO2,6,25,15
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","02-04-2026 13:00:00",22.977134,72.553024,PM10,91,175,120
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","02-04-2026 13:00:00",22.977134,72.553024,SO2,12,72,40
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","02-04-2026 13:00:00",22.977134,72.553024,OZONE,1,56,24
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","02-04-2026 13:00:00",23.002657,72.591912,PM2.5,30,131,71
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","02-04-2026 13:00:00",23.002657,72.591912,PM10,55,124,74
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","02-04-2026 13:00:00",23.016834,72.625775,OZONE,5,69,33
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","02-04-2026 13:00:00",22.969611,72.643500,PM2.5,52,155,101
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","02-04-2026 13:00:00",30.379589,76.778328,PM2.5,46,132,83
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","02-04-2026 13:00:00",30.379589,76.778328,CO,22,48,27
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","02-04-2026 13:00:00",28.6701,76.9254,NO2,13,14,13
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","02-04-2026 13:00:00",28.6701,76.9254,OZONE,22,29,25
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","02-04-2026 13:00:00",28.3419248,77.319699,PM2.5,181,210,198
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","02-04-2026 13:00:00",28.3419248,77.319699,OZONE,1,1,1
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","02-04-2026 13:00:00",29.503664,75.467934,CO,16,32,26
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","02-04-2026 13:00:00",29.503664,75.467934,OZONE,48,99,99
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","02-04-2026 13:00:00",28.422681,77.148944,PM2.5,NA,NA,NA
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","02-04-2026 13:00:00",28.422681,77.148944,CO,NA,NA,NA
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","02-04-2026 13:00:00",28.4227,77.0667,CO,6,37,26
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","02-04-2026 13:00:00",28.4501238,77.0263051,PM2.5,11,399,245
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","02-04-2026 13:00:00",28.57834,77.18400,NO2,8,9,9
